#a/Rsun e m1/Msun m2/Msun vx/kms vy/kms vz/kms
30.29 0.7787 2.6360 1.7570 58.7766 75.4540 91.2857
39.32 0.9948 2.5711 1.3059 401.7433 -3.7717 -178.7134
146 0.9472 1.9995 1.5243 32.9157 115.6040 -27.4016
0.6994 0.1962 2.4271 1.3340 127.2009 178.6523 -229.6090
0.3309 0.2000 2.5985 1.3591 111.8802 225.0499 -149.2562
30.75 0.2859 1.9724 1.5492 97.0863 157.2005 17.8488
66.91 0.6908 2.0473 1.5928 -68.9289 -43.1792 33.7088
6.041 0.6955 2.7055 1.4354 -37.1398 14.3726 -8.7797
0.6971 0.3542 1.6859 1.3988 110.3684 312.1525 -109.7698
7.782 0.8157 2.1368 1.4871 135.9234 -144.5236 -69.5155
483.5 0.9762 2.1403 1.5471 66.8313 19.3676 -85.2731
0.5283 0.0712 1.3455 1.3307 -51.5532 74.3913 -635.7742
0.3479 0.4543 2.5033 1.3643 -137.7311 -238.0073 436.1254
0.2458 0.0242 2.3812 1.3241 -48.1799 72.8190 52.0977
30.18 0.2859 2.2218 1.5781 -60.2170 -58.6306 44.4412
1.201 0.2016 2.1911 1.3671 99.2071 -33.1063 16.0469
74.92 0.8274 2.0877 1.4454 -43.2340 -1.9291 -68.7995
0.4434 0.0986 1.5742 1.3274 -23.7270 -56.4570 54.5676
0.5299 0.2718 2.7266 1.3369 87.6053 127.3536 -59.8144
0.8518 0.3361 2.7186 1.3869 19.5565 48.9552 130.7357
1.289 0.3441 2.6992 1.4330 -269.7061 -188.8375 -292.7939
5.12 0.4906 2.5724 1.4396 59.8412 28.0051 -40.9274
36.75 0.2060 1.6341 1.5901 -113.7187 -39.8679 16.3942
3.79 0.1861 2.3962 1.4189 52.3589 -18.1505 62.8894
59.9 0.7205 1.9270 1.4410 -13.4033 34.1933 -62.5642
23.16 0.6420 1.9723 1.4444 -6.5712 -82.9866 50.6652
0.9267 0.2327 2.4952 1.3408 -38.9854 34.3166 91.1288
4.129 0.2574 2.9194 1.6381 -49.7172 -54.4938 105.8979
1.064 0.6849 2.7974 1.3163 44.6999 -265.0615 100.1828
4.174 0.1928 2.6196 1.3732 0.5328 25.2772 -24.2451
6.134 0.5110 2.4980 1.4401 -31.1581 -34.2213 -17.8937
0.3635 0.8724 2.2425 1.3591 273.8848 -191.5933 -112.5844
9.991 0.2240 2.2205 1.4966 20.1592 -98.4284 -36.1467
3.881 0.7380 2.4282 1.3249 10.7936 140.9543 -41.9340
1.253 0.8441 1.3105 1.3102 -241.6800 114.4588 -1026.0629
0.8594 0.8400 2.7593 1.3509 54.6837 -154.0508 126.7303
1.102 0.9241 1.8720 1.3174 -108.9400 201.8311 -107.8783
363.8 0.9560 2.0909 2.1758 -5.7555 32.3515 -78.1280
1.229 0.6727 1.6031 1.3691 -201.5141 148.2326 205.9516
46.23 0.7534 2.2411 1.6624 69.3496 -91.0848 69.1726
2.04 0.5748 2.9380 1.3697 54.9585 11.2917 -50.9786
40.96 0.3299 1.9739 1.5605 -51.6519 13.1174 -9.9955
168.8 0.6628 2.6228 1.5191 26.1305 11.7607 -16.0588
109.9 0.7128 2.2935 1.6536 -30.9444 9.0214 -34.0581
3.235 0.3617 1.9993 1.3759 -56.1006 -18.2285 -68.1984
0.7343 0.3941 1.3592 1.3363 -218.8343 -7.6874 40.0006
0.7251 0.6536 1.5309 1.3036 324.1953 247.0598 -72.7312
194.6 0.9296 1.8844 2.2113 -19.9621 -76.4720 -3.1747
7.632 0.3376 2.2651 1.5902 146.8679 9.6582 -88.0542
521.3 0.9593 1.8362 1.4391 29.8955 -43.7069 7.2924
154.4 0.4789 1.8437 1.8131 102.9664 -6.5418 47.6185
26.27 0.9571 2.0227 1.3709 -248.4685 57.2032 -88.9175
3.343 0.8228 2.5944 1.4420 117.6928 148.8715 288.9843
0.1401 0.2376 1.3641 1.3606 73.9260 10.9169 -72.1733
0.6334 0.0567 2.6678 1.3507 1.1718 -77.1851 60.2723
39.89 0.3856 1.9997 1.5374 54.4428 -12.6123 -59.2345
0.871 0.9500 1.5870 1.3029 -228.8643 -45.2135 212.8208
0.5412 0.1969 1.4358 1.3925 -377.0289 295.5260 417.5023
392.3 0.9284 2.1404 1.5469 -23.0162 -14.7329 -39.6545
2.269 0.5061 2.7769 1.5062 -84.6622 429.9878 128.0046
1.269 0.1262 2.4472 1.3234 17.2101 8.6256 43.0144
0.4645 0.2660 2.5447 1.3621 68.5796 12.4439 25.7664
152.6 0.8166 1.8783 1.8186 68.3603 61.8436 26.8873
0.462 0.1733 2.7934 1.3413 -93.3385 -86.4058 -11.4760
1.97 0.3107 2.5906 1.4381 -9.2434 21.6880 123.8550
565.2 0.7808 2.0607 2.6607 -6.8218 -6.5172 79.4494
0.2141 0.3329 1.3561 1.3140 67.3641 1192.5254 -188.0666
49.87 0.2997 2.4186 1.7061 52.7481 -3.4397 43.6655
146.3 0.9277 2.3697 1.6948 -96.6162 5.6803 -12.4710
1.525 0.2253 2.5766 1.3145 -9.6697 10.0209 -22.1928
30.66 0.4182 1.8738 1.4424 -35.6875 -46.2683 -18.7987
100.1 0.8451 1.7922 1.7600 8.1773 43.0113 -75.8481
1.565 0.2771 2.5242 1.3337 -16.0783 -80.8941 -76.1822
8.292 0.6061 2.5195 1.3770 -69.8455 81.8585 -1.0712
2.222 0.6226 1.3072 1.3018 317.6692 239.9406 -256.1941
3.701 0.3898 2.3970 1.4272 -96.4579 53.1879 -6.8429
3.073 0.2913 2.6996 1.4879 120.9875 85.9219 21.8044
1.103 0.4338 1.7820 1.4740 114.8301 -125.6424 249.6774
165.4 0.8303 2.5921 1.7676 -33.1939 34.0923 33.7644
7.172 0.4181 2.4628 1.6662 42.5172 -91.4808 -111.0818
40.68 0.3217 2.3500 1.4672 -52.8509 9.3352 8.2637
9.61 0.7479 2.4214 1.3276 0.9633 116.1414 34.5659
46.61 0.8857 2.4787 1.5225 90.2875 -69.9589 -107.0518
837.7 0.8947 1.7956 1.7878 -55.1097 8.4135 -56.6688
97.6 0.8236 1.8263 1.7555 29.4969 -45.9182 40.6975
4.853 0.1764 2.5025 1.5364 81.0973 -23.2808 7.2973
0.4702 0.7938 2.0959 1.7027 523.1702 -57.0886 -208.1240
0.3517 0.6731 2.3392 1.3301 119.2788 -502.2047 -8.7143
0.4615 0.4313 1.6680 1.4036 260.4130 -284.9218 -179.4203
7.528 0.5870 2.6303 1.5106 16.7027 5.9015 -62.7068
2.373 0.1777 2.4233 1.3139 31.8705 15.5834 -19.4496
0.316 0.6978 2.3923 1.3623 167.0512 159.0582 223.7924
0.1746 0.4828 1.5540 1.4528 508.5540 -67.0861 -726.0627
2.641 0.3647 2.6313 1.3674 -6.5919 184.5981 30.2164
4.504 0.2554 2.9250 1.6659 58.2965 -92.2319 9.1921
51.79 0.4206 2.2492 1.6504 -90.4182 -0.0853 41.4102
25.18 0.2987 2.0900 1.7378 -51.9621 37.3919 72.8743
0.3104 0.0878 2.4634 1.3468 1.9636 74.7014 -87.8857
1.106 0.4742 2.7062 1.4325 -133.9209 223.8778 -288.3223
120.2 0.8158 2.0593 2.1769 -54.1589 30.7856 -12.8581
131.2 0.8785 1.9549 1.9582 81.1955 28.0542 -0.7029
35.67 0.9519 1.9188 1.4248 83.8026 71.2906 66.1813
0.08158 0.1111 1.3547 1.3455 -300.9950 132.6125 -301.6511
2.284 0.0787 2.0268 1.3814 -62.9971 -73.7076 1.3508
108.2 0.7592 2.0029 1.5173 0.2806 15.5319 51.5345
4.435 0.4099 2.5138 1.4404 -37.0978 67.3225 -6.8314
24.6 0.2081 2.0498 1.4989 101.3238 -2.7435 123.5762
196.1 0.6629 1.9067 1.9789 22.0164 -63.5692 -55.5746
391.1 0.9333 2.0232 1.5168 17.6224 -11.0013 46.9269
95.71 0.7303 1.9869 1.6006 2.5184 15.3668 56.9024
122.1 0.9559 2.0152 1.6206 25.1443 14.6761 49.1921
55.22 0.5222 1.8709 1.4213 7.8088 -16.0574 -54.7111
2.481 0.3204 2.0131 1.3714 -49.7090 7.4621 82.0011
3.413 0.2918 2.4311 1.4377 122.0816 1.3840 62.3604
279.9 0.8915 2.6766 1.4133 -18.1089 -16.6473 -51.3969
11.48 0.5642 2.3704 1.4455 -17.1371 27.9054 -5.1857
318.1 0.6835 1.8862 1.9436 -1.2429 -16.3305 45.7836
17.9 0.8566 2.2463 1.6225 -74.4581 94.5888 33.6985
1.782 0.4378 2.1725 1.3605 58.2456 74.1708 -68.8400
2.349 0.8175 2.4637 1.4328 309.3122 324.6800 43.2902
30.13 0.1289 2.0198 1.5372 36.3586 -40.6502 58.0602
119.2 0.7944 2.0093 1.5116 -8.6362 54.5606 12.0243
53.44 0.6605 2.0781 1.7127 -36.9177 -55.6213 -49.0593
3.709 0.5006 2.6686 1.4400 -63.8092 -5.3650 -55.5630
3.972 0.4969 2.5813 1.5110 22.7940 -86.1877 92.9870
0.299 0.3522 2.7193 1.3376 88.7642 -189.2358 252.8870
13.87 0.6215 1.9391 1.4372 -39.2842 -83.2267 35.1535
0.7035 0.2707 2.3655 1.3669 95.2403 33.5359 58.9031
72.5 0.6207 1.8385 1.7423 -29.1228 -43.8132 -30.6968
55.22 0.2880 1.9462 1.6058 -67.2331 -32.9007 60.3974
3.054 0.9217 2.6635 1.3236 37.7100 -326.7836 -162.8055
1.571 0.7973 2.5798 1.3630 -192.3764 143.3929 152.0642
0.1996 0.1330 1.3597 1.3575 54.5011 291.1220 -326.8076
6.247 0.0615 2.6825 1.7561 -49.6251 -113.6871 93.2073
3.485 0.1919 2.4990 1.4345 -5.9119 -78.5402 1.9650
0.5189 0.2264 1.6462 1.3126 92.8767 -126.8976 68.4712
4.054 0.0989 2.6159 1.4881 32.9979 -92.3786 -84.2033
13.37 0.3778 2.1336 1.4391 42.9187 52.9351 -75.1789
0.793 0.7742 2.6160 1.4086 -73.2712 -248.4119 118.4413
114 0.7741 2.0539 1.5811 -108.3058 56.4275 26.3462
1.144 0.4520 2.4942 1.3262 -12.6920 -0.6263 -10.1715
40.11 0.5361 2.0007 1.4596 -63.8315 33.8547 12.5627
1.589 0.9854 2.5778 1.3158 7.6698 -15.5141 -217.9795
8.913 0.3855 2.7156 1.6824 -58.3083 51.4318 -131.4127
0.6499 0.4140 2.5931 1.3916 48.3430 112.9301 157.6885
24.88 0.9192 2.6721 1.9925 -32.1376 36.6954 128.8725
12.64 0.4255 2.4925 1.6844 -57.3690 12.5384 -94.6024
14.42 0.8735 1.6319 1.3323 235.4139 69.6508 21.6301
0.4828 0.2853 2.9611 1.3217 -26.6234 -8.3029 -55.9490
64.82 0.9871 2.2757 1.3008 -87.8711 -122.8872 195.6063
28.05 0.8746 2.9809 1.7138 45.9769 37.9296 -43.3652
2.24 0.2289 1.7473 1.3328 88.0722 -74.1443 -28.1984
1.474 0.2253 2.6030 1.4013 -40.9723 -40.4876 57.4357
0.3111 0.1682 2.5400 1.3023 -96.8217 -45.4785 46.1190
0.5441 0.0230 2.8761 1.3532 -16.6620 98.9906 -13.8602
0.2242 0.7202 2.4893 1.3638 176.3141 -111.2494 313.2523
3.151 0.4600 2.3140 1.3244 -41.5674 -1.3531 17.0216
956.2 0.9754 1.9853 1.5245 29.5207 -22.6447 -60.1356
126.4 0.4910 2.3131 1.7621 -41.8955 26.1865 7.2060
12.3 0.7848 2.7078 1.5200 -89.5868 -37.7524 -41.9167
672.7 0.9713 1.8169 1.4239 -33.3815 -10.0137 55.6831
13.39 0.6687 1.8944 1.4063 82.2636 -32.2399 66.1285
45.59 0.4083 2.2159 1.5913 -10.9411 95.1363 -56.6629
77.46 0.5496 2.1514 1.8033 -46.7866 -16.4406 37.6365
7.568 0.5103 1.6118 1.3116 -0.0241 -64.9635 78.6130
50.13 0.3545 2.1101 1.7736 50.1456 44.4446 11.4392
20.55 0.5986 1.9698 1.5351 1.6147 -4.0083 107.7894
1.407 0.4249 2.1133 1.3768 12.0723 -49.3629 -186.3424
1199 0.9583 2.3851 1.4076 -2.6523 -38.1341 -6.9424
5.153 0.6541 2.9240 1.3952 -21.2928 -111.7665 239.6897
3.274 0.8197 2.6802 1.5988 -0.0401 210.4831 -185.5855
15.73 0.9252 2.6493 1.3148 94.3959 -28.8591 -106.5477
61.34 0.7890 1.8993 1.8208 60.0521 35.3935 -51.4521
10.11 0.7846 2.4670 1.4377 15.3291 28.5224 1.0533
0.4336 0.7728 1.6139 1.3041 394.8864 -98.6132 251.2225
1.262 0.5104 2.6215 1.3164 -1.9866 -12.3634 62.7124
8.215 0.5347 2.3606 1.4177 -26.8215 -12.9521 11.9082
17 0.7532 2.0670 1.5927 -90.9283 37.5539 -130.1008
8.207 0.4935 2.1229 1.4465 -5.9936 78.0704 -79.7926
3.014 0.3019 2.0112 1.3812 67.8242 17.3691 102.8999
6664 0.9959 1.9972 1.5436 21.1346 -59.6405 -9.9178
100.3 0.8691 2.1045 1.6973 -84.8431 64.1775 -6.8353
14.23 0.3857 2.2884 1.5733 -73.9177 2.0926 75.3252
2.385 0.2628 2.5513 1.3535 42.8555 -74.0183 34.4083
0.1594 0.0287 2.3801 1.3045 84.1799 85.7287 108.1941
4.572 0.5812 2.4646 1.4059 56.0978 17.3208 -33.5118
0.1043 0.3019 1.5093 1.4508 -117.8566 -273.3192 144.5621
0.4364 0.5041 2.6783 1.3168 150.8724 107.3594 -152.1810
1.097 0.1975 1.6299 1.3188 -65.3680 96.4366 0.6512
0.3981 0.2126 2.4499 1.3513 6.5246 -182.3723 -25.3858
17.38 0.3924 1.9286 1.4333 -53.4626 -50.2233 6.2830
5.201 0.1908 2.3862 1.5611 -66.7189 24.6851 43.5728
0.4375 0.0596 1.3249 1.3063 125.3366 -8.4545 -3.9949
351 0.9217 1.9822 1.5549 -16.3323 54.9763 -13.9991
148.1 0.8508 1.6216 1.4040 -72.2270 -28.9507 43.8425
8.415 0.7292 2.7504 1.4674 40.6943 -24.9288 -8.3621
193.3 0.8848 1.9341 1.4247 -9.1692 -20.9429 -32.8778
27.6 0.3142 2.2759 1.6119 -9.4929 -58.9447 -35.3621
2.099 0.8793 2.7280 1.3771 -184.9113 -24.0877 -20.0560
3.838 0.3828 2.1413 1.3751 -50.7450 15.3593 -38.2490
2.661 0.2668 2.6764 1.3040 -10.3423 -4.2537 54.8061
28.03 0.6529 1.9848 1.4648 -89.0637 -19.2436 -43.0590
40.8 0.3529 1.9916 1.4999 17.0976 -46.6161 30.4588
5.011 0.1989 2.4409 1.4436 40.5295 -5.2249 36.3262
173.1 0.7834 1.8165 1.9248 44.0778 -23.5501 -49.8704
1.787 0.4015 1.7816 1.3516 -17.0170 -36.3586 -82.6571
182.9 0.6745 1.9348 1.8332 14.5216 5.2574 49.1307
11.72 0.8475 1.9904 1.3760 -407.1182 23.6482 -93.5323
3.527 0.1787 2.6024 1.4690 -29.4373 -65.6814 -44.0425
7.775 0.8476 2.0558 1.4418 51.9418 -88.4969 -89.5407
1.235 0.1170 2.5280 1.4094 88.7707 51.5959 -59.4477
21.96 0.8895 2.8280 1.5797 -3.7505 -34.0884 -57.0259
5.127 0.5774 1.9822 1.3675 148.3581 52.4961 195.5091
0.1488 0.1140 1.3667 1.3116 -120.3282 -195.5877 -230.0917
2.168 0.6047 2.6185 1.4304 168.3847 35.6287 79.4264
386.8 0.9428 1.9413 1.4387 -1.0743 59.4260 1.2932
30.78 0.6472 2.2163 1.5430 -14.5939 -97.8724 -47.3975
0.4921 0.3491 2.6046 1.3805 -8.5780 241.2092 162.4352
6.357 0.5399 2.6814 1.6627 -89.6423 76.3849 -85.1284
0.4258 0.1976 2.5536 1.3622 -43.5453 10.6172 -87.1918
51.21 0.9885 2.2051 1.6344 -39.0798 25.8653 66.0991
4.433 0.4975 2.7442 1.4698 24.7222 101.3214 -24.7943
0.455 0.2097 1.3167 1.3045 -20.7608 119.0301 -7.0773
53.51 0.7312 2.6506 1.9932 -71.2308 62.8230 37.4219
27.61 0.6531 2.6227 1.9423 -64.0362 -54.8360 -49.4554
40.53 0.8127 2.0214 1.5551 108.3807 20.4850 -37.3908
0.4107 0.1892 1.9078 1.4013 -127.0300 178.4876 -39.8426
0.3962 0.7704 2.2991 1.3702 302.1047 -351.5770 -174.9719
49.4 0.7169 1.8230 1.4257 -5.5968 40.9336 65.7239
3.034 0.2855 2.0126 1.3755 23.4176 -71.5002 -16.8030
1.557 0.1567 1.6966 1.3266 61.8751 56.4982 130.3540
1184 0.9732 2.1449 1.7725 -24.7061 -95.9881 -59.5143
1.236 0.1654 2.6145 1.3980 -77.6087 40.8778 -84.2083
0.1206 0.4713 1.4134 1.3857 -946.4624 142.6470 -119.5788
92.91 0.7651 2.0295 1.4931 10.8990 20.6660 -50.5523
44.51 0.4891 2.0394 1.6432 -59.8295 -38.8325 3.7871
0.9182 0.9796 1.7398 1.3363 98.1440 345.0193 -79.0186
143.9 0.8195 2.1145 1.7843 -4.9472 -29.0761 85.3638
329.3 0.9164 2.0495 1.6153 7.6940 -17.5313 49.1568
173.2 0.9214 2.0588 1.7797 44.9974 63.9392 -78.5796
12.14 0.5213 2.3687 1.6862 -14.4502 78.3570 162.3690
2.409 0.3831 2.4678 1.5829 141.6230 -60.6999 -6.8696
7.137 0.2025 2.1986 1.4653 42.7931 -71.5299 -76.3997
1.698 0.3419 2.5728 1.3963 -5.8637 62.7665 15.5971
1.342 0.5508 1.8664 1.3989 -116.1350 74.2654 -8.9833
5.554 0.6036 2.7625 1.5486 -46.5676 44.6094 -20.7378
349.4 0.5727 1.8562 2.1797 -25.8060 10.9626 -54.2890
5.531 0.3280 2.8407 1.3122 67.2009 82.5870 110.6072
5.732 0.3032 2.7202 1.6765 -125.6196 79.7730 -8.8253
1.898 0.0837 2.2972 1.3245 3.7495 -19.9983 43.9985
765.6 0.8894 1.8607 1.8316 -63.5037 27.3453 -73.2300
4.101 0.2622 2.7716 1.5683 -78.3481 57.5706 -25.5925
34.04 0.3316 1.9491 1.4424 89.7887 20.8018 -34.7270
103.5 0.7295 2.0051 1.5071 7.3175 -45.0730 3.9483
124.9 0.8164 1.9642 1.4432 -27.5829 63.2029 -2.5101
104.5 0.7993 1.9742 1.4436 24.5427 28.1642 55.9926
60.12 0.5486 2.1543 1.5657 20.7778 -43.8817 21.8260
3.361 0.3561 1.7761 1.3632 -113.8970 33.6623 -58.8797
9.442 0.7094 2.7519 1.4787 -42.7469 8.2373 -16.4004
69.72 0.6495 2.0102 1.5461 -7.6558 -57.6082 -16.6678
29.32 0.8194 1.9717 1.5556 53.2104 25.2918 68.8651
5.962 0.4502 2.4892 1.4414 -30.1572 2.9864 -28.3258
0.1657 0.1460 1.5359 1.3024 -224.7806 101.1030 -147.5239
44.1 0.9016 2.7313 1.8284 -63.7000 54.8303 117.6566
2.679 0.5223 2.7514 1.4325 71.8610 17.5159 95.2000
48.89 0.5219 1.9630 1.4674 20.8858 -32.5893 -26.5118
117.5 0.8863 2.0256 1.4456 36.1284 -64.9803 -31.5142
2.26 0.1132 1.9842 1.3665 45.1917 62.1465 -43.5108
147.2 0.1939 2.3090 1.8030 -12.7207 -16.0570 19.6807
9.546 0.8284 2.7355 1.5574 41.6931 312.5518 -200.6944
9.889 0.4841 2.5313 1.6763 41.6445 -82.1106 -132.5164
68.78 0.7104 1.9442 1.4861 61.9363 -33.5581 105.8957
0.4532 0.1640 1.6319 1.3803 -112.0651 -97.8034 263.7538
2.043 0.4661 2.6655 1.3058 -36.6353 11.9616 67.8150
27.26 0.2738 1.9661 1.5531 40.7247 65.7105 45.0302
0.8345 0.8370 1.5996 1.3022 165.6517 -108.7460 -164.3755
0.6035 0.6878 2.4504 1.3273 89.4562 -296.6698 180.2025
3.469 0.8621 2.6136 1.3130 81.1826 209.6763 -4.2502
190.2 0.8851 2.5077 1.4445 0.1803 -8.6743 51.2674
50.42 0.5219 2.0824 1.5927 37.8512 -40.4569 -54.8624
1.615 0.2219 2.4328 1.3129 5.6352 34.1185 44.4051
1.209 0.4173 1.8573 1.3766 -123.2383 71.7917 56.9589
4.159 0.4575 2.0381 1.3783 46.6598 35.8431 11.7937
3.429 0.0509 2.5182 1.3825 -7.2427 -29.9775 -57.7149
1.2 0.1451 2.9578 1.3473 37.9850 -25.9663 -57.3469
33.42 0.9386 2.9289 1.3332 -132.0526 -204.8518 245.6021
1.033 0.0761 2.6838 1.3260 2.8336 37.3583 24.2334
22.9 0.4889 2.5034 1.6915 -20.2631 -70.8541 -55.7519
19.58 0.6063 2.0090 1.6601 80.9230 95.2129 27.4108
0.3074 0.6641 2.4277 1.3675 -303.2512 -46.2452 73.2884
0.2079 0.1772 1.6468 1.3330 3.2693 102.7901 38.8496
0.7616 0.8456 1.3873 1.3823 340.6328 -139.7755 377.4152
2.076 0.3168 2.6315 1.4344 117.9135 3.8041 -26.1939
108.6 0.8044 1.8252 1.4359 -42.0626 -15.5417 2.9834
0.4023 0.9790 2.4077 1.3388 -302.5196 201.2516 -254.2635
101.3 0.8503 1.8956 1.8272 77.3578 -4.8530 72.2614
1.594 0.3761 1.9851 1.3695 28.0236 41.3243 -141.6524
1.723 0.7723 2.2545 1.3695 -41.5594 -63.9391 -359.1717
41.95 0.3398 2.0558 1.5995 18.6559 -28.2362 52.8654
7.41 0.6177 1.9899 1.3530 11.5588 -36.7587 -36.3857
0.2342 0.5814 2.3906 1.3396 -43.7759 481.3229 -58.3314
2.735 0.3971 2.1873 1.5289 -32.9741 -68.4087 -26.8394
16.8 0.4256 2.0545 1.4451 30.9012 78.0610 -38.0531
102.6 0.3044 2.4688 1.5958 -18.3655 -14.5447 38.2246
0.7064 0.6679 2.5343 1.3625 442.7576 -102.0366 216.6566
1.933 0.4947 1.5537 1.4780 106.1187 -149.5693 -154.6911
0.2224 0.3633 2.6233 1.3036 -185.6695 -48.2951 -25.3225
9.666 0.8091 2.4615 1.6597 134.2790 -54.2047 -10.0748
30.69 0.9131 2.4567 1.4220 60.8324 47.0609 1.5736
0.8223 0.6651 2.6105 1.4078 279.7603 -166.4081 -136.4737
2.011 0.4335 2.5994 1.4370 -5.3191 -40.4778 171.3869
19.33 0.3648 1.9138 1.4178 65.8310 44.9586 43.7364
78.58 0.6452 2.2914 1.7973 -35.9561 -122.0287 -86.5564
7.083 0.6895 2.5152 1.3723 63.8913 60.8360 126.8562
46.12 0.8436 2.9737 1.9789 13.0020 77.0235 -90.4929
3.996 0.3566 2.1827 1.3885 -34.0980 -3.9444 -28.6815
0.6518 0.0241 2.4764 1.3010 14.8619 12.6443 -23.1772
3.569 0.5901 1.5882 1.3053 -49.2141 -59.9111 56.3832
59.75 0.5759 2.0370 1.5873 -42.1236 -4.0510 61.5435
9.879 0.8062 2.8521 1.5688 195.7977 240.9987 279.5834
0.1992 0.1254 2.5538 1.3355 -63.1772 73.1926 -16.5360
40.52 0.3857 2.1067 1.7073 24.6924 17.9839 63.5086
40.16 0.9218 1.8394 1.7541 59.7075 57.9223 15.5127
341.9 0.8857 2.0713 1.5621 27.8364 25.9396 41.6581
1.67 0.7279 2.4346 1.3662 -185.6163 103.7772 -144.7280
0.2659 0.5483 2.8211 1.3358 135.8899 292.8373 163.5105
2.159 0.4035 2.3393 1.3120 -68.8222 -23.3700 -6.1303
21.11 0.8011 2.6300 1.5272 232.0910 22.2852 -91.9112
0.4002 0.0821 2.9625 1.3183 -20.2413 -47.3040 57.4948
6.853 0.5592 2.4753 1.3040 -60.0518 56.7746 1.1481
109.9 0.7609 2.0475 1.5088 -31.9985 -37.1614 10.5452
222.1 0.5189 2.4057 2.0496 -53.2298 -19.8561 72.4933
2.161 0.4041 1.7227 1.3505 6.9639 -317.9133 562.7855
6.171 0.5081 2.7480 1.6739 -283.4250 70.5988 -91.3464
19.02 0.3211 1.9789 1.4749 -64.9950 15.4862 -75.0023
83.81 0.8001 2.5258 1.6663 -44.0936 -19.2122 -59.4868
8.211 0.5924 2.7039 1.5434 -27.6117 51.0890 -28.5569
18.65 0.4492 2.0516 1.5041 -29.4233 5.2264 -116.6061
0.3008 0.1368 2.7647 1.3290 66.9466 54.9480 16.3678
130.7 0.7871 2.0517 1.5771 -56.8468 17.2158 -9.9348
3.199 0.7316 1.6592 1.3325 62.5945 -95.5471 -159.3174
0.2803 0.1002 2.4544 1.3407 27.3432 -12.0820 -91.6828
920.9 0.9773 2.0507 1.7740 -69.5020 -3.6774 -64.1931
6.393 0.4717 2.7144 1.6749 -104.0165 116.3810 -83.7071
32.69 0.8282 2.6070 1.8233 172.9613 19.8304 -37.6151
20.12 0.4676 2.4961 1.4362 52.6289 -21.7697 -53.3371
1.711 0.5478 2.5908 1.3080 54.8145 -3.9877 -32.4733
18.63 0.4195 1.9030 1.3979 21.9601 -96.7779 43.2498
3.155 0.4366 2.8238 1.4539 -60.4981 -7.8820 -59.4414
6.532 0.7950 2.4333 1.3189 133.5554 222.9517 -142.9542
10.26 0.8492 1.6669 1.3131 3.1329 44.5255 144.3343
4.117 0.4659 2.0002 1.3736 24.2519 -39.2988 24.9754
6.15 0.8697 1.6244 1.3023 470.8042 275.3158 -345.6208
1.666 0.2445 2.5991 1.4021 55.0839 -38.8701 4.4660
25.57 0.0933 1.9822 1.4567 63.2407 10.4673 -11.8899
54.82 0.6668 2.0790 1.3413 33.8983 -31.5535 24.1859
0.5182 0.0758 2.6660 1.3120 44.2256 5.3416 14.4210
10.16 0.0544 2.4316 1.4480 29.6996 -84.7568 15.1137
3.484 0.1829 2.5151 1.4415 10.9912 88.0001 15.2839
4.604 0.3766 2.7376 1.6686 43.9032 109.5636 -16.9503
189.6 0.8567 1.9984 1.5332 13.0685 -18.5943 -47.4336
15.41 0.8462 1.9882 1.4917 95.1696 -58.9254 -55.1212
1.07 0.1023 2.6828 1.3003 -8.1781 -39.6061 -25.6517
166.5 0.7584 1.6552 1.4642 -17.9244 -84.3351 -20.1370
8.568 0.4816 2.5984 1.7030 258.2966 85.1216 -86.8665
1.491 0.2783 2.0121 1.3668 52.0824 -43.0430 -66.4680
3.047 0.1907 2.7905 1.5665 31.0332 -14.1506 -116.5240
17.57 0.9544 1.9021 1.4068 67.6101 -103.1631 -13.4003
33.83 0.5012 2.0929 1.4883 6.4205 78.4884 -9.3228
44.94 0.7598 2.1420 1.4465 54.5191 -9.7049 44.2848
6.69 0.7216 2.0560 1.3790 -23.3594 77.4554 -28.1742
153.8 0.8545 1.9316 1.4267 1.8811 -22.4615 18.9366
155.6 0.7656 1.7937 1.4584 -82.0915 30.6219 -93.6583
79.09 0.9186 1.9907 1.5400 -9.0535 -167.1994 25.3165
0.9848 0.7590 2.7365 1.4326 -114.6930 0.9917 -229.8013
73.23 0.5340 1.9140 1.9360 69.9065 -31.7608 -42.6734
33.32 0.3837 1.9349 1.4430 14.2432 13.5287 -51.8707
17.89 0.6152 2.6338 1.6828 105.8822 -15.6650 -10.3357
21.12 0.1541 2.2140 1.6942 23.7492 -25.5577 71.3246
2.36 0.0789 2.8014 1.3782 -22.4114 56.2873 2.8463
13.84 0.8163 2.7297 1.6090 59.6437 136.8694 -151.1892
45.58 0.9548 2.8444 1.5342 -238.4281 -14.1946 -554.2099
27.09 0.7833 2.4049 1.5788 -32.9176 104.7205 37.0916
8.011 0.7018 1.6427 1.4219 -10.9068 110.3961 38.8364
1.485 0.2137 2.3032 1.3025 -61.7650 -6.3803 10.5239
1.588 0.7929 2.1026 1.3818 -263.0447 -254.8234 89.0282
118.6 0.4894 2.0214 1.7081 28.4944 -53.9139 42.5965
3.392 0.3311 2.9977 1.3056 2.3632 -32.0529 40.8300
0.2727 0.0882 2.4100 1.3291 73.1088 16.7740 -25.4862
1.17 0.2629 2.9285 1.3057 15.2170 -22.2662 14.4906
1.556 0.2080 1.6168 1.3049 14.2860 -64.9188 64.5244
