#a/Rsun e m1/Msun m2/Msun vx/kms vy/kms vz/kms
3.667 0.3546 2.6832 1.4993 52.3372 70.3847 -14.4404
5.989 0.5198 1.6121 1.3126 -2.8172 30.8586 43.2809
0.7572 0.7823 1.4743 1.4496 -25.9348 -320.5146 261.1473
14.27 0.7635 1.9439 1.4643 49.0645 7.2697 97.7201
5.403 0.9874 2.9751 1.7675 -227.4875 -143.7179 122.2065
1.198 0.7909 2.6915 1.4364 -196.9412 53.4663 -64.5047
74.99 0.9860 1.8572 1.7909 29.3535 -87.0373 40.3455
2.781 0.2462 2.8241 1.8586 130.9770 -117.4967 187.6018
0.09638 0.0207 1.8257 1.4013 296.5338 391.6641 136.4074
1.279 0.0415 1.6686 1.3933 -157.8046 -140.8240 18.4789
0.4901 0.6844 1.5935 1.3067 76.2517 184.0487 -217.0958
24.53 0.6039 2.2817 1.6339 -14.2588 -70.2637 70.0185
1.13 0.2767 2.6077 1.3209 -60.1506 204.4329 102.6430
1.846 0.3186 2.6440 1.4376 42.6691 91.9550 72.0098
187.3 0.8357 2.2844 1.7677 -37.4295 -2.7708 25.2057
4.626 0.1519 1.6279 1.3178 -26.8087 48.0870 -54.1287
6.778 0.5288 2.9415 1.3301 38.9652 -9.8149 -11.2689
3.981 0.8113 1.6251 1.3807 -332.2768 201.0067 -37.3912
5.173 0.9391 2.6507 1.3605 -29.8073 -5.5893 69.7963
148.3 0.8462 1.9698 1.4405 -21.5771 -30.1624 -15.1055
21.67 0.8494 1.9719 1.4904 20.2196 82.9168 72.3768
21.62 0.6025 2.1600 1.6180 21.6644 103.1734 13.8773
339.3 0.9338 2.1969 1.7313 3.5416 -4.0633 -61.1418
92.75 0.8467 2.9909 1.8371 45.8387 -28.0990 65.0665
5.266 0.8170 2.1951 1.3636 241.7883 138.4059 -38.1410
1.32 0.3488 2.7094 1.4349 -67.4069 86.1107 -114.3343
36.51 0.5944 1.9226 1.4424 73.7071 3.2850 10.4583
36.74 0.7572 1.9793 1.5046 -33.1966 -65.6888 -79.4954
1.253 0.7890 2.3221 1.3385 215.3116 262.0922 29.1301
0.2167 0.1262 1.4591 1.4233 -449.4029 190.4789 185.0512
53.92 0.5701 2.6012 1.4360 4.3892 56.0508 -10.9836
99.39 0.9085 2.4892 1.7584 25.1513 -75.8998 69.4836
0.6333 0.5045 1.5341 1.3044 -116.3662 -31.9405 -103.7650
0.5244 0.2538 2.2760 1.3686 -23.2609 -40.0853 -153.8369
2.102 0.7626 2.5967 1.4884 -229.6308 66.9072 -220.5128
0.4792 0.1160 1.3584 1.3444 112.4414 -142.6053 -19.4136
1.471 0.1117 2.7137 1.4268 14.9708 124.7944 -4.4048
7.22 0.8024 2.0490 1.3755 57.4241 70.7766 -151.5069
93.28 0.6150 2.4733 1.9342 45.2297 -36.9204 34.4089
6.297 0.8413 2.7391 1.3203 57.8168 78.1547 -28.4361
670.8 0.6906 1.9657 2.2490 -4.4479 35.2761 -93.0337
1.139 0.9255 2.4830 1.4093 -184.3552 -44.5592 170.7449
1.35 0.6850 2.6017 1.3699 271.9399 -31.7912 -143.4434
31.46 0.9254 2.5037 1.4401 287.0766 258.1585 83.2776
0.9755 0.0961 2.3641 1.3230 -44.2930 62.0226 10.8285
0.2674 0.3364 2.7936 1.3285 -132.7187 23.0765 -151.3392
0.8612 0.7260 2.8454 1.3356 -222.2481 80.2472 -292.3886
5.539 0.4022 2.9251 1.6034 -15.3537 70.8435 -72.3103
3.139 0.4114 1.6506 1.3194 -191.1143 -39.1679 -31.4745
4.762 0.7539 2.8054 1.7763 -106.9823 -129.0555 -154.3682
4.36 0.2205 2.6585 1.7093 110.0397 -12.5654 139.5002
29.27 0.9842 1.9463 1.4596 -82.3620 6.6932 -124.8510
0.4737 0.1577 2.5547 1.3083 -11.8135 13.2383 -57.4877
0.6797 0.5248 2.6222 1.3225 -14.7792 -18.0581 74.6607
135 0.8155 2.0293 1.4872 30.7423 6.3071 50.6033
7.339 0.6973 2.6648 1.6037 -210.6182 -444.6503 245.7897
325.4 0.8938 2.3228 1.7152 -44.8596 11.4436 -9.2385
1.997 0.3415 2.7378 1.4324 -10.6992 -88.3623 64.0597
43.17 0.4346 2.0101 1.5223 -23.4967 -13.4406 -75.7557
3.115 0.3907 2.6779 1.3561 40.1337 89.5567 40.7364
177.3 0.9671 2.3800 1.6769 45.4095 -24.4182 -128.8304
4.471 0.8048 2.2294 1.3125 -191.0108 -0.2975 -121.5094
287.7 0.7359 1.8747 1.8254 2.4003 -75.1824 49.6645
23.96 0.3292 1.9892 1.5295 9.3615 -89.5090 -64.8206
264.1 0.6741 1.8812 1.8821 -65.4237 -35.9545 70.9193
0.9025 0.8419 2.6558 1.4336 44.8653 -110.6238 230.8762
1.624 0.0820 1.5880 1.3056 24.9355 64.5466 66.9297
34.57 0.3213 2.4657 1.7397 15.0645 -16.4454 -89.4845
0.9634 0.1031 2.7058 1.3221 -40.8941 -29.9444 -49.4410
0.6751 0.2444 2.6655 1.3053 -13.1965 11.2661 8.5222
32.11 0.2812 1.9410 1.4469 33.3681 -33.6309 -19.1043
13.26 0.9146 2.7388 1.4317 55.1781 151.4955 114.2550
30.65 0.3009 2.0598 1.5836 8.7238 24.6911 -66.5585
5.425 0.7618 2.1656 1.3509 -50.0530 -7.5696 25.7050
5.784 0.5158 2.5885 1.4394 15.6007 16.0642 43.3745
2.602 0.2287 2.3256 1.3337 -55.4196 65.9746 -12.0984
0.1236 0.2006 1.5226 1.4570 -120.6583 396.9452 307.5522
14.93 0.6884 1.9822 1.4943 -74.3684 57.1252 -30.3041
0.7394 0.1448 2.4352 1.3247 256.3933 133.1374 86.8230
170 0.8538 1.8685 1.5422 -58.6225 -7.7516 15.7929
1.015 0.9270 1.6157 1.4690 275.9242 -189.8741 -112.5173
3.588 0.3567 2.0114 1.3795 -109.8013 -4.6452 -9.0377
0.5313 0.2631 2.5322 1.3651 -12.2934 25.2667 84.3997
58.02 0.7690 2.0035 1.5924 75.5151 -81.3632 5.1289
0.5036 0.2205 2.8281 1.3639 11.6517 97.1186 46.1611
2.266 0.1526 2.7198 1.3279 -5.6437 -35.6312 2.4571
19.71 0.3977 2.3320 1.7772 88.3934 7.3192 89.9270
0.1939 0.8405 2.5308 1.3103 311.7832 70.6984 -198.3326
20.09 0.6058 2.0389 1.6712 -31.4937 89.7795 7.2743
2.055 0.2757 2.7972 1.3438 -21.9840 -33.4252 11.9110
1.856 0.1300 2.7253 1.4519 241.8400 -163.6680 29.4989
1.029 0.3870 1.6960 1.3225 -32.7040 -169.8062 27.8313
22.15 0.1692 1.9112 1.4305 -124.0673 32.6628 78.4667
2.852 0.4290 1.9978 1.3774 -1.9679 -55.7851 -102.1596
14.3 0.9235 2.0182 1.5363 -37.8467 -126.3780 19.3901
256.8 0.2451 1.8431 2.3943 -72.0532 -26.5027 53.1385
1.823 0.1437 2.5797 1.4334 -48.0898 75.7136 39.8088
31.42 0.8984 2.5378 1.4417 -30.4331 14.1957 -20.6744
72.73 0.5703 2.0783 1.7188 -31.5323 11.5705 -39.8448
0.2284 0.1878 1.3867 1.3311 -56.0859 -259.7541 312.3306
46.62 0.6261 2.1072 1.5628 -22.9556 83.1161 68.2917
34.45 0.5206 1.9884 1.5053 -18.6870 -111.7035 21.6739
84.95 0.7467 2.0506 1.5280 -96.2095 -19.7673 23.5947
1.615 0.0383 2.7712 1.4379 -43.8161 46.9490 -80.3088
0.7197 0.0549 2.1964 1.3595 16.3390 87.4269 -60.7649
13.54 0.4711 2.2376 1.7284 115.7783 18.8538 -15.4088
2.3 0.0554 1.9281 1.3373 -40.4554 25.1031 -28.7699
3.011 0.5678 1.6240 1.3684 22.4593 47.7250 -147.3307
1.526 0.7452 2.0543 1.3764 -187.9203 42.6016 -64.0370
3.573 0.3827 1.6527 1.3429 -133.0023 167.3856 -37.2217
10.04 0.5308 2.4457 1.7432 -84.8982 206.3311 -0.6183
95.28 0.7095 2.3892 1.4422 28.1322 11.3996 -30.0253
27.67 0.6238 2.3961 1.8268 86.8169 -44.1061 18.2470
2.071 0.1850 2.0289 1.3806 -5.7307 96.1068 26.6413
0.5778 0.4367 2.4079 1.3692 115.6863 -234.1541 -24.2894
31.02 0.2282 2.2182 1.9037 13.0575 -10.3344 81.7279
2.566 0.2241 2.5372 1.4390 -14.0003 -2.7979 111.4354
0.3242 0.0898 2.7906 1.3185 112.0636 44.4397 1.9982
270.1 0.8427 2.4356 2.0166 26.7968 -70.7092 -80.5877
43.07 0.5701 1.9686 1.4420 55.2370 -117.1900 -17.8386
0.4455 0.2134 2.6450 1.3058 91.7133 -28.9964 -86.6045
18.67 0.1742 2.2228 1.6585 4.4835 88.7669 -18.7142
32.67 0.2867 2.1032 1.5540 -69.1959 2.9233 -42.3329
0.1493 0.0686 1.4268 1.3842 387.0580 29.4177 296.5931
0.6717 0.1312 2.7133 1.3233 -10.5168 -10.6203 60.2090
10.81 0.5447 2.5937 1.7543 -127.7626 -45.4189 60.4342
19.14 0.4050 2.4849 1.6207 -18.8344 96.6394 -47.6193
0.3033 0.1008 2.5619 1.3614 -20.1077 -173.8529 -77.8881
790.1 0.9729 1.9114 1.4223 5.1715 25.9477 8.4160
2.6 0.3247 2.5315 1.3712 -46.5565 4.3722 55.8551
10.95 0.2779 2.5349 1.6847 28.5942 -86.3306 74.9404
12.45 0.7300 2.6950 1.5364 -11.8495 -39.4638 36.5999
23.46 0.9096 2.1318 1.7393 -129.9070 70.8979 62.7768
4.314 0.5096 2.3110 1.4373 -76.3430 -58.5815 45.1004
5.966 0.0728 2.2980 1.4303 -70.0148 -22.8006 -17.7664
1.717 0.3142 2.0000 1.3757 2.9774 7.3226 -137.4743
9.377 0.6651 2.5371 1.3776 25.5665 -27.8045 -45.6629
2.161 0.3256 1.3263 1.3213 40.7854 -42.6147 -48.5894
93.22 0.8531 2.0969 2.0302 -25.2807 -29.9897 -82.8842
25.31 0.3561 1.9636 1.4568 43.3838 55.5727 -14.0510
145.7 0.8300 2.3163 1.5588 37.2658 60.2887 58.1379
51.96 0.6357 1.9992 1.5145 -41.4527 25.4906 56.7748
28.34 0.4712 2.4423 1.7653 39.8195 -26.8029 -83.2528
1.024 0.1595 1.6505 1.3908 69.3362 83.3072 -247.3766
115.6 0.9547 2.7706 1.6787 67.8260 -103.2783 16.5419
2.927 0.3599 1.6126 1.4471 123.9431 17.4669 -69.1415
17.07 0.7469 1.9927 1.5574 -113.0024 -31.9856 -5.0110
13.48 0.8020 1.9322 1.4675 24.7214 -71.9393 -88.0056
6.873 0.1400 2.6879 1.6834 42.3603 88.4592 99.9668
22.44 0.9875 2.9557 1.3277 256.5970 50.4601 -329.5736
6.174 0.6026 2.6149 1.4374 47.9021 65.4981 44.2328
9.993 0.7904 2.0346 1.3734 37.9021 -152.3439 450.3023
3.977 0.3444 2.8316 1.5708 -16.0871 -34.9938 -119.6208
23.16 0.6490 2.2205 1.6513 17.2490 -84.7966 29.9084
3.326 0.3645 1.7127 1.3349 -25.7507 88.4596 121.0927
0.3457 0.9756 1.3203 1.3152 158.0272 -300.7070 -262.6701
0.6162 0.2384 2.3865 1.3653 33.4614 57.6828 38.7502
115.9 0.9091 2.1121 1.5417 10.7832 -51.6140 89.3248
14.96 0.5986 1.9214 1.4325 -3.4486 -134.7002 -26.0855
0.4541 0.3822 2.6328 1.3021 33.1485 -42.4136 3.1710
4.119 0.3845 1.8306 1.3715 -55.9005 76.0873 61.8938
219.3 0.7310 1.8406 2.9002 0.5195 0.0634 57.9362
0.5402 0.8996 2.2047 1.3687 -343.6391 218.6823 -11.6631
34.58 0.3962 2.3046 1.8957 -23.3034 1.6630 -76.0530
6.174 0.8168 2.5555 1.5244 -124.5399 160.4589 -35.8590
4.747 0.2459 2.8872 1.8765 12.5618 -202.9108 -18.7135
27.95 0.7238 2.9168 1.6929 19.6652 92.7745 44.4646
5.018 0.8819 2.5943 1.4953 6.2782 306.0500 139.3300
46.75 0.5177 1.9338 1.4415 -40.9261 17.0128 33.9201
11.2 0.6480 2.7264 1.6529 -94.9849 41.3231 77.6319
0.3187 0.2400 1.3361 1.3139 100.0837 -64.7687 -23.2189
0.6779 0.1653 2.2733 1.3696 49.9142 -34.3491 101.4870
19.73 0.5943 2.4930 1.5667 -65.2402 -19.5031 -58.8626
11.53 0.7780 1.6499 1.3238 151.0430 156.2382 4.9601
4.681 0.2483 2.4896 1.4606 -67.9894 28.3336 63.6188
0.3003 0.1500 2.7786 1.3254 -76.1486 -103.0236 -3.2911
2.478 0.0937 1.5814 1.5947 -106.3897 114.2744 -11.2912
3.707 0.4390 2.3490 1.3514 8.9316 2.3220 24.1971
43.32 0.1663 2.5629 1.8485 -0.2632 -43.7585 -40.4986
12.51 0.5264 2.3703 1.4463 28.1110 -6.3414 -17.5717
22.47 0.9952 1.9346 1.4715 -84.5612 103.5627 -43.7234
16.76 0.9247 2.1394 1.3744 -202.7331 94.9785 134.4447
146.9 0.9176 2.3810 1.7839 -18.9597 49.1747 -62.3415
1479 0.9231 1.8674 2.0313 -43.3809 98.5093 23.9805
44.85 0.8103 2.7650 1.6667 57.8177 41.4791 29.9956
4.294 0.4109 2.8428 1.3115 279.7691 -57.8060 -126.2073
17.85 0.8551 2.0564 1.7898 -95.7619 43.7190 123.9545
0.7884 0.6869 2.6877 1.4203 234.7246 -54.0301 -106.8208
0.4393 0.6179 2.6298 1.3143 -277.1527 -140.7551 111.0113
4.718 0.5220 2.7877 1.5084 -41.1251 62.9305 -36.1231
3.665 0.0487 1.5982 1.5578 -7.7793 111.0490 29.3087
34.41 0.4225 2.0040 1.6372 -88.1490 28.7921 -21.2185
0.3935 0.3841 1.6600 1.3611 179.0449 1.5973 -132.8435
0.08256 0.3523 2.1158 1.5298 467.4544 -525.9681 36.9685
1.916 0.0267 2.8760 1.4852 19.3283 -57.2594 119.4040
0.8757 0.9394 2.7247 1.3763 -188.2015 141.5186 287.0632
12.18 0.3740 2.1333 1.4456 36.9439 98.5081 -2.2429
44.94 0.9550 2.6148 1.4374 47.9058 70.7927 -15.8440
2.461 0.1262 1.5953 1.5345 -472.1119 147.8622 88.7387
702.7 0.8672 1.8819 1.8209 -13.7479 2.4372 75.9781
38.41 0.5429 1.8043 1.4642 15.8091 120.2276 43.2371
0.4636 0.3408 1.9059 1.4063 201.5959 76.9590 309.5067
2.834 0.1223 2.5078 1.4274 64.8524 -44.1813 -35.1614
1.101 0.6256 1.6286 1.3011 303.6348 -49.8117 -229.2996
4.556 0.5797 2.7156 1.3733 -280.7466 27.4131 164.8347
2.026 0.1697 2.4589 1.3989 15.0942 67.2038 -43.1469
0.6219 0.3356 2.4674 1.3645 -57.7916 273.4217 159.2565
30.01 0.8993 2.9708 1.7488 -65.4846 54.3106 -105.1936
18.17 0.3453 2.1231 1.6000 -115.0527 -21.6936 -2.7741
1.463 0.4493 2.7637 1.4983 -83.4895 1.0578 185.8062
0.5406 0.5440 2.4915 1.3459 -252.5546 -57.3528 124.0104
0.4906 0.2247 2.5346 1.3646 50.2891 30.8699 -73.8178
0.8188 0.5838 1.5761 1.3268 -9.4395 199.9318 40.8625
3.533 0.1170 2.4987 1.3676 -37.2371 -50.6887 56.7509
9.901 0.7685 1.8022 1.3815 71.7706 36.3315 58.0571
0.2803 0.0793 2.7869 1.3148 -36.8914 34.0188 54.5989
0.4767 0.2911 2.3942 1.3471 91.0324 -85.1197 41.9081
3.678 0.3686 2.8301 1.5054 -20.6007 91.4324 5.7709
2.517 0.3670 2.7169 1.4403 9.8594 -37.8199 70.3135
43.04 0.6857 2.0292 1.5110 107.7821 17.5838 26.6844
3.084 0.5439 1.6097 1.3895 144.2763 108.9484 -188.5493
1.993 0.4968 2.8117 1.4467 88.6886 15.9427 -195.4122
17.13 0.3079 2.0330 1.4235 -40.8194 -25.0080 -38.0190
39.51 0.8265 2.2947 2.0236 15.1612 121.0233 3.1072
1.538 0.9983 2.5836 1.3556 -212.8303 63.3646 9.5039
852.7 0.9059 1.8935 1.8119 -22.8285 7.0371 23.9623
99.08 0.7560 1.9751 1.5874 72.8544 7.0436 56.1266
59.59 0.6159 2.1133 1.5641 59.7005 173.5189 70.7361
15.05 0.6956 1.9161 1.4122 32.8134 -62.7744 -58.2582
5.211 0.4196 2.3428 1.4969 49.0537 134.7769 -15.9785
0.9148 0.1007 2.2631 1.3045 38.8423 26.4762 13.1078
175.4 0.6256 2.0070 2.1134 17.4285 46.8049 19.5112
15.96 0.7469 2.0155 1.5079 8.0737 13.9558 130.6407
94.25 0.7526 2.0930 1.5751 104.9144 107.5273 -6.1958
27.29 0.7535 2.1173 1.4466 13.3691 -74.6935 88.4405
56.83 0.4119 2.1823 1.7385 44.3877 66.2395 13.9229
31.6 0.3410 2.6289 1.7956 -35.8961 -63.3681 -44.8194
17.79 0.1233 2.0554 1.4957 -0.0400 -75.8886 18.9571
44.41 0.8207 2.4886 1.5778 12.8942 -57.6473 -61.0374
62.48 0.6233 2.0428 1.6780 -77.5066 2.2546 49.8909
429.7 0.9133 2.3583 1.8644 -44.5310 76.9266 3.9561
2.398 0.8701 1.8630 1.4372 6.6685 -178.8475 219.8387
3.095 0.4802 2.8090 1.3400 22.9910 -28.6102 4.2224
957.2 0.9255 1.8103 1.7650 -68.4760 -68.0855 7.4188
11.52 0.1659 2.2838 1.6411 143.4917 100.4858 113.1054
1.101 0.0978 1.5891 1.3010 116.9731 -18.1907 -38.0386
53.93 0.4064 2.3417 1.7178 38.9354 2.2532 -54.9393
44.59 0.7697 2.1373 1.8048 -91.5238 13.1103 -156.5052
1.868 0.2762 2.0042 1.3791 96.7319 23.5754 10.1372
0.483 0.9727 2.8778 1.3296 -306.4357 -16.3887 -1.0228
260.2 0.9887 1.9083 1.9335 -62.8971 20.6708 -72.4621
4.19 0.3951 2.7986 1.3476 -20.6811 17.8283 12.4205
0.1581 0.3138 1.5972 1.4827 154.4178 -316.9345 -147.6022
36.17 0.2701 2.0193 1.5262 52.2078 1.5117 44.3998
27.77 0.1611 1.9415 1.4928 4.6122 -67.8978 41.7855
0.4169 0.1559 2.7148 1.3375 59.6304 3.7048 11.8397
107.1 0.7406 2.4872 1.8405 -50.6678 59.9458 8.3557
36.51 0.5999 2.0281 1.5279 -64.5566 30.1064 -26.5506
4.66 0.3648 2.6399 1.4411 -0.7091 65.2487 3.0030
10.27 0.2804 2.1419 1.5315 -64.7727 -81.6573 61.4101
7.25 0.7722 2.5857 1.4347 -33.0753 -51.2007 -40.3049
12.15 0.0922 2.2060 1.5574 71.7196 -74.3100 -35.1004
53.61 0.9136 2.7264 1.7688 -93.6023 32.5037 -30.1222
3.676 0.6411 2.7723 1.4291 -62.5559 -1.5503 -19.6578
13.99 0.6863 1.9249 1.4390 10.6085 -109.6898 -36.5004
7.644 0.4838 2.4704 1.4443 13.0140 24.8289 -38.2474
2.386 0.2801 2.7056 1.4345 -57.8840 14.5853 -47.7726
1.673 0.0624 1.7920 1.3854 -10.1590 -7.8529 -171.3529
2.394 0.2917 2.7850 1.4597 35.3722 -84.9280 13.8042
0.6768 0.0423 1.9431 1.4182 -14.0311 45.5916 -134.5443
2.183 0.2067 1.9834 1.3670 21.0027 -6.8391 -62.6877
13.18 0.6181 1.6292 1.3249 75.8590 59.1196 -32.0826
20.04 0.9316 1.6267 1.3047 26.4861 -159.6029 -68.7732
0.6862 0.2848 2.8502 1.3281 105.9722 -51.3659 -74.8101
6.016 0.4158 2.3735 1.4194 98.8651 -94.0624 -348.0969
12.01 0.5245 2.3350 1.6905 106.7494 26.0541 -80.3614
32.04 0.7629 2.5952 1.8299 -40.0489 77.8291 -76.2742
6.842 0.5476 1.5720 1.3073 0.0123 36.3266 35.5306
103.2 0.8545 2.0354 1.4452 44.0749 0.5704 -37.9399
0.8355 0.6229 2.1399 1.3756 -147.2923 124.1828 -4.6143
0.8886 0.3415 1.6747 1.3868 348.4414 53.4758 -237.8542
2.127 0.8274 2.5870 1.3624 -153.0986 -173.8845 156.6519
38.27 0.7667 2.6749 1.7583 -67.2715 -61.1610 -15.1426
10.18 0.6994 2.4989 1.5825 24.7326 86.6706 -169.2617
3.661 0.2757 2.3668 1.4431 -79.9749 -16.6380 67.9060
4.844 0.1188 2.9278 1.3888 -25.6909 40.7860 -38.6063
1.398 0.1980 2.6633 1.4293 -22.9361 -91.7266 100.5639
162.5 0.8285 2.6217 1.9010 80.8463 -25.8174 26.5050
0.5359 0.2441 1.8924 1.4586 -130.5994 151.3855 1.9156
2.158 0.3602 2.9358 1.3313 77.7605 15.5295 -11.9168
2.085 0.4137 2.6947 1.5455 -34.6578 126.3909 48.2790
32.02 0.2069 2.0932 1.5536 21.6475 29.0811 78.3016
52.23 0.7340 2.0190 1.5058 -80.9261 -114.8257 -11.8236
0.945 0.8627 2.7379 1.4344 279.9551 -155.0501 137.7212
22.89 0.4256 2.0096 1.5838 -103.4172 48.4538 -46.0473
64.3 0.7038 1.8929 1.4076 5.5737 -54.4976 -15.1870
2.173 0.3764 2.5470 1.4237 -185.0891 361.4859 29.1871
3.086 0.3401 2.0054 1.3685 -38.9474 35.7214 29.5438
1.231 0.1065 2.8477 1.3302 26.7851 -34.7112 -0.4278
231.8 0.7408 2.4133 2.5840 -5.5156 36.5164 -4.2127
181.7 0.8575 2.0828 1.5566 -25.7778 49.4538 -3.9332
13.98 0.7928 1.9862 1.3781 -1.9082 -5.6999 -16.8315
42.61 0.4732 2.8815 1.9157 -90.2048 -1.5465 -20.1998
453 0.9917 2.3186 1.4472 -224.7380 -137.6511 -2.7495
293.3 0.9247 1.9540 1.4621 11.1134 110.5199 6.8857
0.4537 0.3230 2.2663 1.3604 -387.5243 -67.9359 109.3935
1.295 0.6666 1.5553 1.3168 84.3074 -92.5410 65.1304
246.2 0.8871 2.1224 1.5271 -29.3406 -33.4741 7.1518
63.68 0.4614 2.5938 1.6050 22.1541 -44.0532 -8.7824
3.262 0.4034 2.4600 1.3535 3.1919 54.3860 -69.5831
2.421 0.1220 2.7991 1.4721 73.4241 -63.8685 -40.5823
1.153 0.3915 2.6598 1.4249 52.2106 -58.9299 168.5471
0.2698 0.1070 2.4496 1.3445 -101.1108 33.8398 18.7541
10.79 0.2675 2.1276 1.4467 44.3919 80.0011 64.9745
27.81 0.2091 1.9051 1.4273 -45.1718 -20.6321 -46.8634
0.849 0.1912 2.5346 1.3028 4.1968 -26.5696 61.1009
0.1116 0.5882 1.3592 1.3289 -123.7015 727.9570 -558.4839
2.261 0.7993 2.4078 1.4004 64.9611 162.2965 -170.2096
1.799 0.1396 2.7217 1.4336 -73.3311 -42.3726 45.7543
0.1955 0.4347 1.9989 1.5187 -217.1560 508.0340 -321.7869
9.985 0.6173 2.8764 1.6710 -17.3569 56.0658 -31.0888
2.58 0.3893 1.6473 1.3247 -117.7923 -83.9981 6.9443
4.252 0.4407 2.5473 1.7124 -33.2798 -197.7889 -71.2162
19.72 0.7168 2.0751 1.7460 -67.0492 -12.5279 80.6817
3.675 0.8400 2.4807 1.4643 52.9952 62.3339 217.7524
62.4 0.7585 2.2339 1.7049 75.8614 3.3931 -2.0412
3.138 0.6302 2.4671 1.3261 210.6078 91.2865 -45.5196
1.3 0.3668 2.0481 1.3618 252.7560 62.2300 94.5475
17.06 0.4817 2.0338 1.4476 57.2140 -2.8662 40.5502
5.42 0.5484 2.6158 1.5512 52.4025 76.4774 55.7891
75.64 0.8634 2.4973 1.8200 -18.8898 113.7854 62.6962
1523 0.9565 2.0328 2.4695 35.7885 28.3037 20.5719
2.035 0.6837 2.6475 1.4549 -283.9361 34.4182 220.4761
2.004 0.6034 2.3357 1.4099 101.8426 90.2324 -14.5322
1.802 0.5668 1.7971 1.4541 -14.8942 232.1774 2.8056
1.279 0.1585 2.1481 1.3749 -54.8055 -75.3285 -1.5814
207.5 0.8577 2.0748 1.6249 7.4596 -35.6934 87.4790
1.562 0.4516 1.8873 1.4279 2.3789 41.4885 10.1343
1.856 0.1732 2.6819 1.4347 -81.5844 -59.8666 -39.9811
305.5 0.8514 1.8938 1.6900 40.7944 -18.9813 1.6301
54.43 0.6355 2.1831 1.6632 -12.6172 69.0479 51.6088
0.8612 0.4204 2.7189 1.3209 -16.1007 -10.9275 5.1025
13.85 0.2795 2.1730 1.4467 -54.4752 14.6822 42.5033
20.47 0.5951 2.2396 1.5834 -97.3696 29.5232 -30.8050
21.8 0.8605 1.6102 1.3019 41.8016 39.8125 -49.9513
734.8 0.8380 1.8582 1.9873 39.3014 -3.9114 -22.7412
0.2116 0.0170 2.5080 1.3413 23.0333 -122.4648 -57.2954
0.1264 0.4261 1.3838 1.3599 388.1725 94.0528 -685.0817
225.6 0.9657 2.8632 1.7574 39.2021 61.5417 -75.7917
1.774 0.9070 2.6088 1.3934 -300.3826 -240.4954 241.2925
21.34 0.7673 2.3666 1.9280 168.5765 193.3952 -54.6511
25.6 0.5701 2.2358 1.7694 -25.9336 13.0621 -82.2347
28.02 0.8978 2.7754 1.4310 60.3468 1.2472 90.9628
3.12 0.2913 2.5768 1.4384 -96.7462 2.2885 57.0828
2.474 0.1297 2.4865 1.4380 -153.7283 -3.9102 -56.3981
107.8 0.4156 2.1932 1.7675 -6.5033 -52.2960 -3.6848
3.83 0.1520 2.2666 1.4047 13.7355 -20.4453 -55.6632
1.573 0.0552 2.1175 1.3739 76.2707 -26.1855 -2.5371
0.514 0.1420 2.3595 1.3643 40.1978 6.3445 120.5554
30.98 0.6186 2.3225 1.7313 -27.1146 -63.2909 -55.2976
423.7 0.9512 2.0574 1.3977 42.0957 -49.7290 -26.3281
1.839 0.5977 2.8594 1.6303 204.2742 -194.5006 -196.4996
2.559 0.4383 2.6603 1.4309 -33.7742 -114.3842 -33.8396
7.606 0.3942 2.4607 1.4448 -29.8783 -8.8313 -54.3032
52.9 0.5942 2.0309 1.4854 -11.8926 -30.0108 -79.6181
0.8136 0.1258 2.6835 1.3985 255.1920 -10.7053 -254.1868
2.4 0.3020 2.6958 1.5087 -19.8176 60.9660 -128.1083
89.02 0.6018 1.8214 1.7936 -10.6868 -30.0803 58.5945
4.093 0.1243 2.4162 1.4428 85.6857 7.6499 33.5862
4.81 0.4225 2.4765 1.4249 22.4445 -23.6933 40.8731
12.6 0.9597 2.1565 1.3227 187.9286 62.9201 -69.3227
15.83 0.3915 2.7690 2.0284 91.0236 -6.9568 118.7160
44.61 0.5045 1.9281 1.4265 -9.3525 -102.0741 -41.7614
1.545 0.2822 2.2015 1.3452 6.2790 -1.5788 -29.7941
1.694 0.7067 2.0217 1.3759 106.3449 2.4803 159.3852
0.4561 0.0440 2.6655 1.3374 -6.2409 92.9901 31.6453
0.148 0.6025 1.3765 1.3430 -27.5956 -198.7894 -365.4956
4.509 0.1879 2.4059 1.4456 61.4000 31.0012 70.7207
56.74 0.6604 1.8212 1.4293 -38.2717 25.7027 17.5712
8.333 0.5297 1.6881 1.3559 39.7861 -7.2237 -82.1485
2.602 0.1013 1.6679 1.3494 41.8081 196.9983 -144.5080
0.6258 0.1393 2.8363 1.3694 -65.2851 -38.0342 104.3501
0.5212 0.4617 1.6626 1.3640 60.3392 292.3242 53.4645
6.978 0.5138 2.7025 1.6967 -43.9081 -176.9348 -41.9304
186.8 0.8042 2.0572 1.6909 50.5324 54.6408 -40.6011
392.4 0.8370 1.8413 1.7301 -6.6541 67.1422 11.7024
42.86 0.4816 1.9439 1.4327 57.6938 -28.6318 20.8381
6.363 0.2535 2.2401 1.4468 -49.2871 56.7549 14.9153
2.918 0.3231 2.6601 1.4479 35.4449 -51.0671 -10.7268
24.28 0.5244 2.2727 1.5280 -45.4295 -98.1741 -63.1550
0.9542 0.3903 2.2814 1.3683 -16.6279 18.3140 -37.1820
11.94 0.8241 2.5538 1.4404 -391.3973 61.4063 -23.3811
